address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amountFormatted,pricing/rate/currency,pricing/rateType,primaryHost/badges/0,primaryHost/firstName,primaryHost/hasProfilePic,primaryHost/hostUrl,primaryHost/id,primaryHost/memberSince,primaryHost/pictureUrl,primaryHost/responseRate,primaryHost/responseTime,primaryHost/smartName,roomType,stars,url,price
"Karachi, Sindh, Pakistan",No,24.82394,67.03934,Kehkashan guest house,16.0,$37,USD,nightly,Identity verified,Mujeeb Ur Rehman,1.0,https://www.airbnb.com/users/show/393263470,393263470.0,Joined in March 2021,https://a0.muscache.com/im/pictures/user/877f4408-b055-4fd8-a21f-74a680b66084.jpg?aki_policy=profile_large,0.0,a few days or more,Mujeeb Ur Rehman,Private room,4.775,https://www.airbnb.com/rooms/48749068,37.0
"Karachi, Sindh, Pakistan",No,24.80875,67.03402,kehkashaninn guest house,11.0,$34,USD,nightly,,Raees,1.0,https://www.airbnb.com/users/show/418132234,418132234.0,Joined in August 2021,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,0.0,a few days or more,Raees,Private room,4.775,https://www.airbnb.com/rooms/51615206,34.0
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,33.70192,72.94989,Kensington,4.0,$35,USD,nightly,131 Reviews,Syeda,1.0,https://www.airbnb.com/users/show/424421209,424421209.0,Joined in September 2021,https://a0.muscache.com/im/pictures/user/d49808ab-1b03-49b5-a613-1d94039e1c63.jpg?aki_policy=profile_large,1.0,within an hour,Syeda,Entire place,4.9,https://www.airbnb.com/rooms/54277798,35.0
"Lahore, Punjab, Pakistan",No,31.53332,74.45406,KFM Cottage,2.0,$14,USD,nightly,3 Reviews,Faisal,1.0,https://www.airbnb.com/users/show/220113933,220113933.0,Joined in October 2018,https://a0.muscache.com/im/pictures/user/2894d589-5ef6-4e9e-b212-216fadfaecd9.jpg?aki_policy=profile_large,0.5,within a day,Faisal,Private room ,3.33,https://www.airbnb.com/rooms/29214246,14.0
"Karachi, Sindh, Pakistan",No,24.97365,67.06484,Khalid ijaz,4.0,$57,USD,nightly,,Tooba,1.0,https://www.airbnb.com/users/show/205441727,205441727.0,Joined in July 2018,https://a0.muscache.com/im/pictures/user/ac1a0153-7c7b-4ac2-b5d9-a27c80317db8.jpg?aki_policy=profile_large,0.0,a few days or more,Tooba,Private room,4.775,https://www.airbnb.com/rooms/27271697,57.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.633,72.919,khyber lodge 2  (G-15 near ISB Airport),3.0,$14,USD,nightly,5 Reviews,Bakhtiar,1.0,https://www.airbnb.com/users/show/311685510,311685510.0,Joined in November 2019,https://a0.muscache.com/im/pictures/user/4ce5e868-7c4f-4c36-bdec-a2e0a32dd6ea.jpg?aki_policy=profile_large,1.0,within a few hours,Bakhtiar,Private room,5.0,https://www.airbnb.com/rooms/40333230,14.0
"Lahore, Punjab, Pakistan",No,31.408,74.252,King Size 2-Bedrooms In ValenciaTown like ur homey,6.0,$19,USD,nightly,Identity verified,Farhat,1.0,https://www.airbnb.com/users/show/437967147,437967147.0,Joined in December 2021,https://a0.muscache.com/im/pictures/user/259e82ca-d80e-45c3-ac68-ed9826e974c4.jpg?aki_policy=profile_large,1.0,within an hour,Farhat,Entire place,4.775,https://www.airbnb.com/rooms/54043879,19.0
"Lahore, Punjab, Pakistan",No,31.51624,74.29503,King size cozy suite with all facilities.,2.0,$50,USD,nightly,Identity verified,Asad,1.0,https://www.airbnb.com/users/show/399324202,399324202.0,Joined in April 2021,https://a0.muscache.com/im/pictures/user/23297cc1-af01-4bed-bd19-cc61634c4c1c.jpg?aki_policy=profile_large,,,Asad,Private room ,4.775,https://www.airbnb.com/rooms/54142561,50.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.71703,73.06197,Kings B n B,3.0,$80,USD,nightly,40 Reviews,Hasan Javed,1.0,https://www.airbnb.com/users/show/83371976,83371976.0,Joined in July 2016,https://a0.muscache.com/im/pictures/user/f10f0a16-563f-4fc8-9609-87e79329a8a8.jpg?aki_policy=profile_large,1.0,within an hour,Hasan Javed,Private room,4.775,https://www.airbnb.com/rooms/28768286,80.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.71735,73.06096,Kings B&B,6.0,$80,USD,nightly,40 Reviews,Hasan Javed,1.0,https://www.airbnb.com/users/show/83371976,83371976.0,Joined in July 2016,https://a0.muscache.com/im/pictures/user/f10f0a16-563f-4fc8-9609-87e79329a8a8.jpg?aki_policy=profile_large,1.0,within an hour,Hasan Javed,Private room,5.0,https://www.airbnb.com/rooms/29663666,80.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69215,72.97927,kourwadan  penthouse,4.0,$68,USD,nightly,,Huzefa,1.0,https://www.airbnb.com/users/show/327083637,327083637.0,Joined in January 2020,https://a0.muscache.com/im/pictures/user/a3dac882-07ed-4e7d-9ebe-ab43e0d6e2a1.jpg?aki_policy=profile_large,,,Huzefa,Private room,4.775,https://www.airbnb.com/rooms/41738309,68.0
"Rawalpindi, Punjab, Pakistan",No,33.55682,73.13788,LA CASA,4.0,$68,USD,nightly,1 Review,Abdul Aleem,1.0,https://www.airbnb.com/users/show/386622677,386622677.0,Joined in January 2021,https://a0.muscache.com/im/pictures/user/27d5f735-c380-40c5-a338-3abd5e8bac1b.jpg?aki_policy=profile_large,,,Abdul Aleem,Entire place,4.775,https://www.airbnb.com/rooms/47963990,68.0
"Karachi, Sindh, Pakistan",No,24.90235,67.08816,La chateaux inn,12.0,$59,USD,nightly,3 Reviews,Umair,1.0,https://www.airbnb.com/users/show/143449020,143449020.0,Joined in July 2017,https://a0.muscache.com/im/pictures/user/c7d24048-7c69-4bad-81d1-b9f059cda31d.jpg?aki_policy=profile_large,1.0,within a few hours,Umair,Entire place,4.775,https://www.airbnb.com/rooms/53284435,59.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.63699,72.9256,La'Oasis -  Furnished for you with Netflix/WiFi,2.0,$46,USD,nightly,2 Reviews,Mariam,1.0,https://www.airbnb.com/users/show/362063708,362063708.0,Joined in August 2020,https://a0.muscache.com/im/pictures/user/813e08a0-2b62-468d-a60b-e6fc9fd67cb8.jpg?aki_policy=profile_large,1.0,within a day,Mariam,Entire place,4.775,https://www.airbnb.com/rooms/44955315,46.0
"Lahore, Punjab, Pakistan",No,31.4428,74.26177,Lahore Hostel Johar Town,16.0,$11,USD,nightly,Identity verified,Azeem,1.0,https://www.airbnb.com/users/show/273354425,273354425.0,Joined in July 2019,https://a0.muscache.com/im/pictures/user/57d80d59-e3fb-4e8e-946b-6c90a99f980c.jpg?aki_policy=profile_large,1.0,within a few hours,Azeem,Shared room ,4.775,https://www.airbnb.com/rooms/38886216,11.0
"Lahore, Punjab, Pakistan",No,31.42936,74.27187,Lahore Hostel Wapda Town,4.0,$11,USD,nightly,Identity verified,Azeem,1.0,https://www.airbnb.com/users/show/273354425,273354425.0,Joined in July 2019,https://a0.muscache.com/im/pictures/user/57d80d59-e3fb-4e8e-946b-6c90a99f980c.jpg?aki_policy=profile_large,1.0,within a few hours,Azeem,Shared room ,4.775,https://www.airbnb.com/rooms/36350245,11.0
"Lahore, Punjab, Pakistan",No,31.481,74.24994,Lahore House,1.0,$23,USD,nightly,1 Review,Faisal,1.0,https://www.airbnb.com/users/show/205985041,205985041.0,Joined in July 2018,https://a0.muscache.com/im/pictures/user/041fe865-f5b4-4258-af80-047d22f3282d.jpg?aki_policy=profile_large,0.0,a few days or more,Faisal,Private room ,4.775,https://www.airbnb.com/rooms/27335325,23.0
"Lahore, Punjab, Pakistan",No,31.42354,74.18649,Large Cosy room in a House on Canal bank,2.0,$27,USD,nightly,Identity verified,Tahir,1.0,https://www.airbnb.com/users/show/138025130,138025130.0,Joined in July 2017,https://a0.muscache.com/im/pictures/user/24f9458f-12b4-4331-9471-8834b889cd52.jpg?aki_policy=profile_large,,,Tahir,Private room ,4.775,https://www.airbnb.com/rooms/41712126,27.0
"Rawalpindi, Punjab, Pakistan",Yes,33.55073,73.12271,Lavish & Bright 1-Bedroom Apartment In Bahria Town,3.0,$45,USD,nightly,119 Reviews,Ali,1.0,https://www.airbnb.com/users/show/269977503,269977503.0,Joined in June 2019,https://a0.muscache.com/im/pictures/user/08b6ae9d-0edf-4644-8657-9e7101cfaeb8.jpg?aki_policy=profile_large,1.0,within an hour,Ali,Entire place,4.94,https://www.airbnb.com/rooms/41861682,45.0
"Karachi, Sindh, Pakistan",No,24.86053,67.00084,Lavish house,8.0,$41,USD,nightly,Identity verified,Sabir,1.0,https://www.airbnb.com/users/show/395331717,395331717.0,Joined in April 2021,https://a0.muscache.com/im/pictures/user/3ededb7f-2f5c-4a72-894e-88567b25b65f.jpg?aki_policy=profile_large,0.0,a few days or more,Sabir,Private room,4.775,https://www.airbnb.com/rooms/49020751,41.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.68791,72.97584,leisure place,4.0,$67,USD,nightly,Identity verified,Waseem,1.0,https://www.airbnb.com/users/show/425278555,425278555.0,Joined in September 2021,https://a0.muscache.com/im/pictures/user/092a0314-ec69-4945-b833-b6479651ca3a.jpg?aki_policy=profile_large,,,Waseem,Entire place,4.775,https://www.airbnb.com/rooms/52549008,67.0
"Lahore, Punjab, Pakistan",No,31.51014,74.33872,"Liberty market Gulberg3
Unpretentiously Luxurious",3.0,$34,USD,nightly,1 Review,Sarosh,1.0,https://www.airbnb.com/users/show/294267862,294267862.0,Joined in September 2019,https://a0.muscache.com/im/pictures/user/9b1f23eb-215d-4626-ae10-9ed06ffad7f7.jpg?aki_policy=profile_large,0.0,a few days or more,Sarosh,Private room ,4.775,https://www.airbnb.com/rooms/38567975,34.0
"Lahore, Punjab, Pakistan",No,31.45469,74.26344,Live like your own home,2.0,$22,USD,nightly,2 Reviews,Husnain,1.0,https://www.airbnb.com/users/show/287864543,287864543.0,Joined in August 2019,https://a0.muscache.com/im/pictures/user/ba843fe8-7830-4e9c-9dd4-3e161f460fe4.jpg?aki_policy=profile_large,1.0,within an hour,Husnain,Private room ,4.775,https://www.airbnb.com/rooms/37969572,22.0
"Lahore, Punjab, Pakistan",No,31.45301,74.26482,Live like your own home 2,4.0,$34,USD,nightly,2 Reviews,Husnain,1.0,https://www.airbnb.com/users/show/287864543,287864543.0,Joined in August 2019,https://a0.muscache.com/im/pictures/user/ba843fe8-7830-4e9c-9dd4-3e161f460fe4.jpg?aki_policy=profile_large,1.0,within an hour,Husnain,Private room ,4.775,https://www.airbnb.com/rooms/38044020,34.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.7094,73.04672,Livin Hub Guest House,12.0,$51,USD,nightly,5 Reviews,Saboor,1.0,https://www.airbnb.com/users/show/56453305,56453305.0,Joined in January 2016,https://a0.muscache.com/im/pictures/user/e2ceaacf-06c6-466b-8c3e-397dd390fa78.jpg?aki_policy=profile_large,,,Saboor,Private room,4.4,https://www.airbnb.com/rooms/12785695,51.0
"Lahore, Punjab, Pakistan",No,31.37288,74.19111,Living with dignity,2.0,$51,USD,nightly,,Ehtisham,1.0,https://www.airbnb.com/users/show/161424960,161424960.0,Joined in December 2017,https://a0.muscache.com/im/pictures/user/90877030-5844-4f44-8aec-a1878e4da499.jpg?aki_policy=profile_large,,,Ehtisham,Private room ,4.775,https://www.airbnb.com/rooms/22097253,51.0
"Karachi, Sindh, Pakistan",No,24.8306,67.06671,Located at one of the posh localities of the city,1.0,$29,USD,nightly,Identity verified,Arsalan,1.0,https://www.airbnb.com/users/show/260774080,260774080.0,Joined in May 2019,https://a0.muscache.com/im/pictures/user/df107cfd-3c24-4e9d-b95e-2b37aaf7db3e.jpg?aki_policy=profile_large,,,Arsalan,Private room,4.775,https://www.airbnb.com/rooms/36252322,29.0
"Lahore, Punjab, Pakistan",No,31.52238,74.43738,Lovely 1 - Bedroom Rental Unit With Free Parking,2.0,$59,USD,nightly,,Abdul,1.0,https://www.airbnb.com/users/show/129689121,129689121.0,Joined in May 2017,https://a0.muscache.com/im/pictures/user/cd741d6f-6626-4ffc-a4d4-a2904d7fd6b2.jpg?aki_policy=profile_large,0.0,a few days or more,Abdul,Entire place,4.775,https://www.airbnb.com/rooms/51512730,59.0
"Lahore, Punjab, Pakistan",No,31.3858,74.18686,LOVELY 1 BED APARTMENT WITH SAFE CAR PARKING,3.0,$34,USD,nightly,4 Reviews,Abdullah,1.0,https://www.airbnb.com/users/show/400428503,400428503.0,Joined in May 2021,https://a0.muscache.com/im/pictures/user/7f3556e0-a404-4ed5-a025-907f06497ee4.jpg?aki_policy=profile_large,1.0,within a few hours,Abdullah,Entire place,4.775,https://www.airbnb.com/rooms/54136605,34.0
"Rawalpindi, Punjab, Pakistan",No,33.56598,73.11714,Lovely 1 Bed Deluxe Serviced Apartment,2.0,$74,USD,nightly,3 Reviews,Malik,1.0,https://www.airbnb.com/users/show/436523069,436523069.0,Joined in December 2021,https://a0.muscache.com/im/pictures/user/fe85fe3d-421d-481e-a4cc-cfe014bbcca7.jpg?aki_policy=profile_large,,,Malik,Entire place,3.67,https://www.airbnb.com/rooms/54311753,74.0
"Lahore, Punjab, Pakistan",No,31.35725,74.25591,Lovely 1 bed rental Unit,2.0,$34,USD,nightly,,Muhammad,1.0,https://www.airbnb.com/users/show/432075756,432075756.0,Joined in November 2021,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,0.5,within a day,Muhammad,Private room ,4.775,https://www.airbnb.com/rooms/53364892,34.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.6531,73.09936,"Lovely 1 bed room unit , where comfort is our first priority. it's a new place in my studio. I'll be hosting you.",4.0,$21,USD,nightly,Identity verified,Hunain,1.0,https://www.airbnb.com/users/show/406310189,406310189.0,Joined in June 2021,https://a0.muscache.com/im/pictures/user/6832509f-6272-46f4-bf0b-07a417c50652.jpg?aki_policy=profile_large,1.0,within an hour,Hunain,Private room,4.775,https://www.airbnb.com/rooms/52301816,21.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.699,72.97419,Lovely 1 bedroom condo with almost all basics,3.0,$74,USD,nightly,Identity verified,Fawaz,1.0,https://www.airbnb.com/users/show/402905035,402905035.0,Joined in May 2021,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,,,Fawaz,Private room,4.775,https://www.airbnb.com/rooms/50480676,74.0
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,33.6964,72.97199,LOVELY 1 BEDROOM IN ISLAMABAD,2.0,$45,USD,nightly,67 Reviews,Muhammad,1.0,https://www.airbnb.com/users/show/409867407,409867407.0,Joined in June 2021,https://a0.muscache.com/im/pictures/user/1dbf575a-36b2-4f79-bef3-15e1944c1722.jpg?aki_policy=profile_large,1.0,within an hour,Muhammad,Entire place,4.91,https://www.airbnb.com/rooms/51359582,45.0
"Rawalpindi, Punjab, Pakistan",No,33.56721,73.11918,Lovely 1 Bedroom Serviced Apartment with Balcony,2.0,$57,USD,nightly,3 Reviews,Malik,1.0,https://www.airbnb.com/users/show/436523069,436523069.0,Joined in December 2021,https://a0.muscache.com/im/pictures/user/fe85fe3d-421d-481e-a4cc-cfe014bbcca7.jpg?aki_policy=profile_large,,,Malik,Entire place,4.775,https://www.airbnb.com/rooms/53889751,57.0
"Karachi, Sindh, Pakistan",No,24.79825,67.06906,Lovely 1 Bedroom with kitchen and drawing room,2.0,$46,USD,nightly,3 Reviews,Agha,1.0,https://www.airbnb.com/users/show/408365414,408365414.0,Joined in June 2021,https://a0.muscache.com/im/pictures/user/2033ba93-289f-428b-bf6f-611670766dc0.jpg?aki_policy=profile_large,,,Agha,Private room,5.0,https://www.airbnb.com/rooms/50543133,46.0
"Karachi, Sindh, Pakistan",No,24.85203,66.99981,Lovely 1 room with all facilities with home food.,4.0,$46,USD,nightly,,Agha,1.0,https://www.airbnb.com/users/show/145750565,145750565.0,Joined in August 2017,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,,,Agha,Private room,4.775,https://www.airbnb.com/rooms/53938416,46.0
"Lahore, Punjab, Pakistan",No,31.36692,74.18656,Lovely 1-Bedroom Apartment for premium class,2.0,$54,USD,nightly,2 Reviews,Bilal,1.0,https://www.airbnb.com/users/show/382094945,382094945.0,Joined in December 2020,https://a0.muscache.com/im/pictures/user/ba062ded-159c-4b24-bdae-7b833318af9e.jpg?aki_policy=profile_large,1.0,within an hour,Bilal,Private room ,4.775,https://www.airbnb.com/rooms/52080469,54.0
"Karachi, Sindh, Pakistan",No,24.82772,67.04506,Lovely 1-bedroom Rental Unit With Free Parking,2.0,$22,USD,nightly,Identity verified,Fida Hussain,1.0,https://www.airbnb.com/users/show/442014275,442014275.0,Joined in January 2022,https://a0.muscache.com/im/pictures/user/add9163d-e1db-44e2-9d5d-950777cf8640.jpg?aki_policy=profile_large,0.8,within a few hours,Fida Hussain,Private room,4.775,https://www.airbnb.com/rooms/739789226939647700,22.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69571,72.96661,"Lovely 1. Bed appartment 
With basic facilities",3.0,$80,USD,nightly,1 Review,Rimsha,1.0,https://www.airbnb.com/users/show/435144619,435144619.0,Joined in December 2021,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,,,Rimsha,Entire place,4.775,https://www.airbnb.com/rooms/53726981,80.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.52054,73.10626,lovely 2 bed rental unit with free parking,4.0,$67,USD,nightly,Identity verified,Abid,1.0,https://www.airbnb.com/users/show/433122643,433122643.0,Joined in November 2021,https://a0.muscache.com/im/pictures/user/b2f95f0c-3faf-40cd-887a-df6a5de212ad.jpg?aki_policy=profile_large,,,Abid,Entire place,4.775,https://www.airbnb.com/rooms/53543055,67.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.55976,73.1505,"lovely 2 Bed rooms with attached baths, Drawing room,  Kitchen and a wide lounge .Net and clean Apartment stricly for family, Bachlors are advised not to waste time .",8.0,$68,USD,nightly,Identity verified,Qaiser,1.0,https://www.airbnb.com/users/show/406809510,406809510.0,Joined in June 2021,https://a0.muscache.com/im/pictures/user/1c68b488-f0a0-4033-8977-f33a9c6df0fc.jpg?aki_policy=profile_large,,,Qaiser,Entire place,4.775,https://www.airbnb.com/rooms/50366409,68.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.68893,72.97854,Lovely 2 bedroom penthouse with a nice view.,4.0,$57,USD,nightly,Identity verified,Muhammad,1.0,https://www.airbnb.com/users/show/434643132,434643132.0,Joined in December 2021,https://a0.muscache.com/im/pictures/user/eeb767f3-c30e-444f-b955-2c08aad3a449.jpg?aki_policy=profile_large,0.0,a few days or more,Muhammad,Entire place,4.775,https://www.airbnb.com/rooms/53917130,57.0
"Karachi, Sindh, Pakistan",No,24.84151,67.13941,lovely 2- bad room house in karachi,4.0,$18,USD,nightly,1 Review,Aamir,1.0,https://www.airbnb.com/users/show/423440391,423440391.0,Joined in September 2021,https://a0.muscache.com/im/pictures/user/24e2c24e-2506-4862-b89f-779a69c5b0bb.jpg?aki_policy=profile_large,1.0,within an hour,Aamir,Entire place,4.775,https://www.airbnb.com/rooms/52350488,18.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.68063,72.98736,Lovely 2-bedroom condo in islamabad,8.0,$59,USD,nightly,Identity verified,Zar,1.0,https://www.airbnb.com/users/show/261971534,261971534.0,Joined in May 2019,https://a0.muscache.com/im/pictures/user/bda543ae-b9a7-4f7e-a21f-857a54fce690.jpg?aki_policy=profile_large,,,Zar,Entire place,4.775,https://www.airbnb.com/rooms/54218679,59.0
"Karachi, Sindh, Pakistan",No,24.81,67.019,Lovely 3 bed spacious apartment with sea view.,8.0,$74,USD,nightly,4 Reviews,Aman,1.0,https://www.airbnb.com/users/show/277679751,277679751.0,Joined in July 2019,https://a0.muscache.com/im/pictures/user/a8422bd8-306a-404a-88e5-5ee2469ba5ac.jpg?aki_policy=profile_large,0.9,within a few hours,Aman,Entire place,5.0,https://www.airbnb.com/rooms/54139247,74.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.70341,72.94832,Lovely 3 Rooms Furnished Apartment | Tourist Inn,7.0,$51,USD,nightly,1 Review,Azeem,1.0,https://www.airbnb.com/users/show/329167702,329167702.0,Joined in January 2020,https://a0.muscache.com/im/pictures/user/5ccd57e7-37be-4586-9b52-fcb1e96e2ae8.jpg?aki_policy=profile_large,0.67,within a day,Azeem,Entire place,4.775,https://www.airbnb.com/rooms/53913919,51.0
"Lahore, Punjab, Pakistan",No,31.41025,74.16512,Lovely bedroom in a cottage house with chilled AC,2.0,$25,USD,nightly,,Muhammad,1.0,https://www.airbnb.com/users/show/402279005,402279005.0,Joined in May 2021,https://a0.muscache.com/im/pictures/user/b05c0824-5202-44d8-8521-4ef3c9da4399.jpg?aki_policy=profile_large,0.0,a few days or more,Muhammad,Private room ,4.775,https://www.airbnb.com/rooms/52301275,25.0
"Rawalpindi, Punjab, Pakistan",No,33.56995,73.11735,Lovely Luxe 1BR Hideout in Central Bahira Town,3.0,$56,USD,nightly,162 Reviews,Junaid,1.0,https://www.airbnb.com/users/show/296718548,296718548.0,Joined in September 2019,https://a0.muscache.com/im/pictures/user/347fe55e-9e53-4709-abb5-4a5c141dbb21.jpg?aki_policy=profile_large,1.0,within an hour,Junaid,Entire place,4.75,https://www.airbnb.com/rooms/52468972,56.0
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,33.69419,72.96934,Lovely one bed apartment in E11/1 newly furnished,2.0,$22,USD,nightly,8 Reviews,Imran,1.0,https://www.airbnb.com/users/show/93454000,93454000.0,Joined in September 2016,https://a0.muscache.com/im/pictures/user/fe74c840-3ca8-48c1-8f9e-c429f72cb98e.jpg?aki_policy=profile_large,1.0,within an hour,Imran,Entire place,4.75,https://www.airbnb.com/rooms/46438299,22.0
"Lahore, Punjab, Pakistan",No,31.36616,74.18565,LOVELY ONE BED CONDO WITH FREE PARKING,3.0,$23,USD,nightly,7 Reviews,Rana,1.0,https://www.airbnb.com/users/show/423565641,423565641.0,Joined in September 2021,https://a0.muscache.com/im/pictures/user/e5ca5551-cdc7-4fb5-bde2-be4815818efb.jpg?aki_policy=profile_large,1.0,within an hour,Rana,Entire place,4.775,https://www.airbnb.com/rooms/54311174,23.0
"Rawalpindi, Punjab, Pakistan",No,33.56661,73.11645,Lovely One bedroom apartment with Free car parking,2.0,$63,USD,nightly,1 Review,Danish,1.0,https://www.airbnb.com/users/show/402555982,402555982.0,Joined in May 2021,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,1.0,within an hour,Danish,Entire place,4.775,https://www.airbnb.com/rooms/49921838,63.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.51427,73.1561,Lovely private  1 bed apartment  with nice View,4.0,$23,USD,nightly,,Noorulhaque,1.0,https://www.airbnb.com/users/show/122528082,122528082.0,Joined in March 2017,https://a0.muscache.com/im/pictures/user/9300a504-ece8-4bb7-9835-9fbcc36377b0.jpg?aki_policy=profile_large,0.0,a few days or more,Noorulhaque,Entire place,4.775,https://www.airbnb.com/rooms/17889186,23.0
"Karachi, Sindh, Pakistan",No,24.919,67.176,Lovely space for family to spend vacation,2.0,$22,USD,nightly,,Zaheer,1.0,https://www.airbnb.com/users/show/441001840,441001840.0,Joined in January 2022,https://a0.muscache.com/im/pictures/user/0190ae08-9918-4dd0-9009-4ef87c6ec195.jpg?aki_policy=profile_large,,,Zaheer,Private room,4.775,https://www.airbnb.com/rooms/689078095438956700,22.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69731,72.96961,Lovely stylish 2 bedrooms furnished apartment,5.0,$47,USD,nightly,31 Reviews,Waq,1.0,https://www.airbnb.com/users/show/146854545,146854545.0,Joined in August 2017,https://a0.muscache.com/im/pictures/user/3e0ef74f-18ef-48c7-955e-0baadcf906ad.jpg?aki_policy=profile_large,1.0,within an hour,Waq,Entire place,4.53,https://www.airbnb.com/rooms/48267284,47.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.51555,73.15566,Lovely two Bed Apartment with free car park,5.0,$37,USD,nightly,10 Reviews,Kamran,1.0,https://www.airbnb.com/users/show/280688463,280688463.0,Joined in July 2019,https://a0.muscache.com/im/pictures/user/42e43b92-ef3f-4b42-ab08-016fb1fb0cba.jpg?aki_policy=profile_large,1.0,within a few hours,Kamran,Entire place,5.0,https://www.airbnb.com/rooms/53353069,37.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.68242,72.99065,Lovely Two bed Apartment with Lounge,6.0,$51,USD,nightly,Identity verified,Wasif,1.0,https://www.airbnb.com/users/show/418983662,418983662.0,Joined in August 2021,https://a0.muscache.com/im/pictures/user/f0a18237-2090-47ef-b28d-f400d99ff97f.jpg?aki_policy=profile_large,1.0,within a day,Wasif,Entire place,4.775,https://www.airbnb.com/rooms/53214805,51.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.67973,72.98775,Lovely Two Bedroom apartment in the heart of Islamabad,4.0,$68,USD,nightly,Identity verified,My,1.0,https://www.airbnb.com/users/show/420938620,420938620.0,Joined in August 2021,https://a0.muscache.com/im/pictures/user/2fd977a1-aeaa-4bbc-8866-c359ab4ef751.jpg?aki_policy=profile_large,,,My,Entire place,4.775,https://www.airbnb.com/rooms/52101287,68.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69937,72.98114,Lovely two bedroom apt with kitchen & tv lounge,4.0,$75,USD,nightly,,Munzar,1.0,https://www.airbnb.com/users/show/215979051,215979051.0,Joined in September 2018,https://a0.muscache.com/im/pictures/user/09887221-5dcc-4ac7-abe5-7f2769ad988a.jpg?aki_policy=profile_large,,,Munzar,Entire place,4.775,https://www.airbnb.com/rooms/50140884,75.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.68162,72.98858,Lovely two bedroom with peaceful environment,4.0,$74,USD,nightly,Identity verified,Shahzaib,1.0,https://www.airbnb.com/users/show/375276735,375276735.0,Joined in November 2020,https://a0.muscache.com/im/pictures/user/bf0491ad-dddc-4928-a54b-9fafee2c4670.jpg?aki_policy=profile_large,,,Shahzaib,Entire place,4.775,https://www.airbnb.com/rooms/54239043,74.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.68247,72.82623,"Lovely, fully-furnished 1 Bedroom Apartment ...",4.0,$24,USD,nightly,5 Reviews,Nawaz,1.0,https://www.airbnb.com/users/show/436887611,436887611.0,Joined in December 2021,https://a0.muscache.com/im/pictures/user/3364afea-e34f-44f9-bd00-7506bbdbdb9c.jpg?aki_policy=profile_large,1.0,within an hour,Nawaz,Entire place,4.8,https://www.airbnb.com/rooms/53931908,24.0
"Lahore, Punjab, Pakistan",No,31.53,74.328,Lovely2bedroom condo with free parking on premises,4.0,$48,USD,nightly,1 Review,Farhat,1.0,https://www.airbnb.com/users/show/471861456,471861456.0,Joined in July 2022,https://a0.muscache.com/im/pictures/user/09a37c87-9d8c-44d0-b07f-f04c797ab51c.jpg?aki_policy=profile_large,0.6,within a day,Farhat,Entire place,4.775,https://www.airbnb.com/rooms/680358034193607800,48.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.699,73.011,"Lower Ground Floor, 1 Bed Fully Independent & Pvt",3.0,$54,USD,nightly,344 Reviews,Faizan,1.0,https://www.airbnb.com/users/show/109536824,109536824.0,Joined in January 2017,https://a0.muscache.com/im/pictures/user/5b8ae961-0394-4224-a742-2846a216e4b4.jpg?aki_policy=profile_large,1.0,within an hour,Faizan,Entire place,4.91,https://www.airbnb.com/rooms/22752173,54.0
